Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,74.389999,74.589996,71.419998,71.680000,66.374153,4137051
2023-03-14,72.120003,72.989998,71.239998,72.820000,67.429764,2859137
2023-03-15,72.820000,72.959999,69.720001,70.150002,64.957405,4519645
2023-03-16,71.080002,71.279999,68.790001,70.360001,65.151855,4593018
2023-03-17,70.900002,71.230003,68.349998,69.260002,64.133286,9158469
2023-03-20,68.839996,69.610001,67.019997,69.139999,64.022163,2625711
2023-03-21,70.169998,71.250000,70.050003,70.480003,65.262978,2673789
2023-03-22,70.610001,71.720001,70.500000,71.169998,65.901901,1921978
2023-03-23,71.320000,71.660004,70.290001,70.720001,65.485214,1650894
2023-03-24,70.400002,70.400002,67.820000,69.650002,64.494415,3513012
2023-03-27,70.370003,71.839996,70.239998,71.480003,66.188957,2052688
2023-03-28,72.510002,72.769997,71.739998,71.889999,66.568604,1355205
2023-03-29,70.080002,70.820000,69.830002,70.360001,65.151855,3853734
2023-03-30,70.980003,71.190002,70.379997,70.910004,65.661148,2582982
2023-03-31,71.169998,71.239998,70.320000,70.779999,65.540771,3241795
2023-04-03,70.809998,70.930000,70.050003,70.410004,65.198158,3464723
2023-04-04,70.690002,71.239998,70.360001,70.440002,65.225937,2396840
2023-04-05,70.690002,70.830002,68.230003,68.430000,63.364719,3362207
2023-04-06,68.470001,68.550003,67.400002,67.820000,62.799873,2319896
2023-04-11,68.699997,69.580002,68.419998,68.879997,63.781406,2427777
2023-04-12,68.989998,70.279999,68.900002,69.339996,64.207359,1983591
2023-04-13,69.400002,70.180000,69.129997,69.790001,64.624054,1779787
2023-04-14,69.959999,70.800003,69.790001,70.410004,65.198158,2400954
2023-04-17,70.830002,70.910004,69.129997,69.250000,64.124023,2327453
2023-04-18,69.559998,70.250000,69.419998,70.169998,64.975922,2710343
2023-04-19,70.129997,70.610001,69.559998,70.610001,65.383354,2085092
2023-04-20,70.300003,70.300003,67.949997,68.230003,63.179527,4028108
2023-04-21,69.599998,70.190002,68.309998,69.209999,64.086983,4229716
2023-04-24,69.480003,70.150002,69.099998,69.889999,64.716644,1951192
2023-04-25,69.889999,70.150002,69.379997,69.760002,64.596275,2010841
2023-04-26,69.750000,70.150002,69.099998,70.059998,64.874062,2143895
2023-04-27,70.250000,71.059998,69.660004,70.059998,64.874062,2705371
2023-04-28,70.919998,71.309998,68.349998,70.580002,65.355576,4484728
2023-05-02,71.199997,71.550003,69.559998,69.559998,64.411072,3619970
2023-05-03,70.000000,70.410004,68.930000,70.250000,65.050003,4057074
2023-05-04,66.500000,66.639999,64.510002,65.059998,65.059998,4895234
2023-05-05,65.150002,66.690002,64.989998,66.680000,66.680000,3347560
2023-05-08,66.989998,67.370003,66.519997,66.680000,66.680000,2022023
2023-05-09,66.860001,67.379997,66.580002,67.150002,67.150002,2778602
2023-05-10,67.589996,67.949997,66.839996,67.660004,67.660004,2685946
2023-05-11,67.800003,68.209999,67.260002,67.769997,67.769997,2752091
2023-05-12,68.169998,68.300003,67.699997,67.860001,67.860001,2180549
2023-05-15,68.000000,68.339996,67.769997,68.000000,68.000000,1655858
2023-05-16,67.690002,67.760002,67.000000,67.400002,67.400002,2505551
2023-05-17,67.250000,68.449997,67.150002,68.379997,68.379997,2414124
2023-05-18,68.900002,70.690002,68.809998,70.500000,70.500000,3489030
2023-05-19,70.750000,71.790001,70.669998,71.180000,71.180000,4060785
2023-05-22,71.220001,71.599998,70.940002,71.400002,71.400002,1878847
2023-05-23,71.300003,71.480003,70.959999,71.260002,71.260002,1754573
2023-05-24,70.750000,70.900002,69.580002,69.919998,69.919998,2779971
2023-05-25,70.059998,70.660004,69.489998,70.250000,70.250000,1966352
2023-05-26,70.699997,71.440002,70.160004,71.440002,71.440002,2199584
2023-05-29,71.500000,72.080002,70.959999,71.160004,71.160004,1509671
2023-05-30,71.070000,71.980003,70.900002,71.199997,71.199997,1836543
2023-05-31,70.349998,71.000000,69.480003,69.769997,69.769997,9349162
2023-06-01,70.309998,70.779999,69.930000,70.559998,70.559998,1760173
2023-06-02,71.250000,72.419998,71.010002,72.239998,72.239998,3128986
2023-06-05,72.300003,72.400002,71.650002,72.040001,72.040001,1675542
2023-06-06,71.970001,72.239998,71.500000,72.029999,72.029999,1293109
2023-06-07,72.089996,72.570000,71.519997,72.470001,72.470001,2140621
2023-06-08,72.480003,73.760002,72.419998,73.000000,73.000000,2603334
2023-06-09,73.070000,73.410004,72.599998,72.599998,72.599998,1472053
2023-06-12,73.000000,73.650002,72.930000,73.599998,73.599998,1922110
2023-06-13,73.989998,74.379997,72.500000,74.379997,74.379997,2562255
2023-06-14,74.489998,75.849998,74.410004,75.349998,75.349998,3412044
2023-06-15,75.160004,75.220001,74.550003,75.180000,75.180000,2180019
2023-06-16,75.129997,76.099998,74.830002,76.099998,76.099998,9064187
2023-06-19,75.629997,75.930000,75.190002,75.540001,75.540001,1454192
2023-06-20,75.190002,75.330002,74.239998,75.050003,75.050003,1844673
2023-06-21,75.309998,75.589996,73.980003,74.050003,74.050003,2441517
2023-06-22,72.940002,72.970001,71.949997,72.349998,72.349998,2615289
2023-06-23,72.610001,72.610001,71.320000,72.029999,72.029999,2021890
2023-06-26,72.239998,72.309998,70.580002,71.980003,71.980003,2108434
2023-06-27,72.180000,72.379997,71.269997,71.830002,71.830002,2047053
2023-06-28,72.279999,72.760002,71.860001,72.540001,72.540001,1666174
2023-06-29,72.900002,73.440002,72.730003,72.980003,72.980003,1359574
2023-06-30,73.500000,73.919998,72.980003,73.669998,73.669998,2983542
2023-07-03,73.949997,74.470001,73.389999,73.620003,73.620003,1667671
2023-07-04,74.000000,74.000000,71.889999,72.750000,72.750000,1704565
2023-07-05,72.199997,73.599998,71.949997,73.570000,73.570000,2170925
2023-07-06,73.290001,73.330002,71.029999,71.419998,71.419998,2696415
2023-07-07,71.349998,71.949997,70.879997,71.949997,71.949997,2193616
2023-07-10,71.860001,72.430000,71.059998,71.910004,71.910004,1165077
2023-07-11,72.290001,72.419998,71.449997,72.379997,72.379997,1577401
2023-07-12,72.540001,72.739998,71.940002,72.610001,72.610001,2075037
